Fid,Timestamp,Source_IP_Address,Destination_IP_Address,Source_Port,Destination_Port,Protocol,Packet_Length,Packet_Type,Traffic_Type,Alerts_Warnings,AttackType,Action_Taken,Severity_Level,Device_Information,Network_Segment,Geolocation_Data,ProxyInformation,FirewallLogs,IDS_IPS_Alerts,Log_Source
162.208.22.34-10.42.0.151-443-57798-6,08-11-22 15:15,29.230.49.64,194.126.112.129,43623,34546,UDP,367,Data,DNS,Unknown,0,Blocked,Medium,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_6 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) FxiOS/11.9a1419.0 Mobile/95L075 Safari/535.0",Segment A,"Deoghar, Andhra Pradesh",9.132.163.183,Unknown,Unknown,Firewall
10.42.0.151-54.210.1.114-35377-443-6,25-08-21 13:43,46.205.222.197,104.141.203.160,32036,32192,TCP,1040,Data,FTP,Unknown,0,Logged,Low,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_7; rv:1.9.5.20) Gecko/8616-04-03 09:28:41 Firefox/6.0,Segment A,"Bettiah, Tamil Nadu",Unknown,Log Data,Unknown,Server
10.42.0.211-47.89.68.230-49216-443-6,17-07-21 2:08,112.53.163.124,212.251.251.100,10485,6723,TCP,933,Data,DNS,Alert Triggered,0,Ignored,Medium,Opera/9.76.(Windows NT 4.0; mn-MN) Presto/2.9.190 Version/10.00,Segment C,"Chinsurah, Uttar Pradesh",199.122.255.190,Log Data,Unknown,Firewall
10.42.0.211-10.42.0.1-64236-53-17,04-10-20 10:14,88.181.13.246,14.8.151.58,41598,58548,ICMP,1169,Control,DNS,Alert Triggered,1,Logged,High,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; kn-IN) AppleWebKit/531.24.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6531.24.1",Segment B,"Ahmednagar, Tripura",Unknown,Unknown,Alert Data,Server
10.42.0.42-104.97.95.172-59550-80-6,31-03-23 15:07,18.79.227.160,5.60.110.242,14567,49241,ICMP,1349,Control,FTP,Unknown,0,Ignored,Low,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 10.0; Trident/5.0),Segment A,"Bardhaman, Uttar Pradesh",93.133.170.133,Unknown,Unknown,Firewall
172.217.11.14-10.42.0.151-443-43508-6,04-08-22 20:26,175.54.74.145,98.131.20.165,57033,60066,TCP,1377,Data,HTTP,Alert Triggered,0,Blocked,Medium,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 10.0; Trident/3.1),Segment B,"Bhatpara, Kerala",Unknown,Unknown,Unknown,Firewall
10.42.0.211-10.42.0.1-9180-53-17,10-06-20 5:46,129.191.111.237,16.105.47.194,13171,45999,TCP,1104,Data,DNS,Alert Triggered,0,Ignored,Low,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; doi-IN) AppleWebKit/532.26.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6532.26.3",Segment B,"Karawal Nagar, Uttar Pradesh",Unknown,Unknown,Alert Data,Firewall
10.42.0.151-63.250.200.101-47157-443-6,08-10-21 3:23,8.19.53.151,54.20.189.33,42447,9006,UDP,1227,Data,FTP,Unknown,0,Logged,Medium,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/7710-03-18 18:07:33 Firefox/3.6.16,Segment B,"Shimla, Punjab",Unknown,Log Data,Unknown,Firewall
172.217.12.131-10.42.0.151-443-49202-6,08-01-23 18:38,144.53.129.61,79.54.16.9,53637,14938,UDP,464,Data,HTTP,Unknown,0,Ignored,Low,Opera/8.68.(Windows NT 6.1; ss-ZA) Presto/2.9.165 Version/11.00,Segment C,"Mahbubnagar, Kerala",Unknown,Unknown,Alert Data,Server
202.102.68.101-10.42.0.211-80-45757-6,16-12-20 17:18,183.31.225.66,211.69.17.41,3464,42492,UDP,717,Control,HTTP,Unknown,0,Blocked,High,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; lg-UG) AppleWebKit/535.44.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6535.44.1",Segment C,"Bihar Sharif, Bihar",Unknown,Log Data,Unknown,Firewall
172.217.11.46-10.42.0.151-443-33708-6,09-05-22 12:13,91.123.111.190,138.60.128.249,55477,9841,ICMP,511,Data,FTP,Unknown,0,Logged,Low,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/534.23.2 (KHTML, like Gecko) Version/4.0.3 Safari/534.23.2",Segment B,"Mathura, Haryana",170.167.127.143,Unknown,Alert Data,Firewall
10.42.0.211-10.42.0.1-47355-53-17,13-04-20 15:41,29.211.37.197,33.200.163.87,48850,62881,UDP,358,Data,DNS,Alert Triggered,0,Blocked,High,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_0 rv:6.0; or-IN) AppleWebKit/531.49.7 (KHTML, like Gecko) Version/4.0 Safari/531.49.7",Segment A,"Morena, Haryana",206.44.66.202,Log Data,Alert Data,Firewall
202.77.129.150-10.42.0.211-80-42540-6,29-11-22 5:57,51.228.67.147,162.150.243.138,47134,8000,UDP,369,Data,FTP,Unknown,0,Logged,Medium,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/30.0.823.0 Safari/532.1",Segment B,"Thanjavur, West Bengal",147.255.136.229,Unknown,Alert Data,Firewall
10.42.0.211-10.42.0.1-45197-53-17,27-04-21 23:30,23.189.148.86,16.165.5.115,5816,63973,UDP,1151,Data,FTP,Unknown,0,Ignored,Low,Opera/8.57.(X11; Linux x86_64; ve-ZA) Presto/2.9.174 Version/12.00,Segment A,"New Delhi, Karnataka",Unknown,Log Data,Unknown,Server
10.42.0.151-10.42.0.1-29518-53-17,17-02-22 8:18,50.221.77.195,45.161.185.37,39732,10692,TCP,702,Control,HTTP,Alert Triggered,0,Ignored,Medium,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/3.0),Segment A,"Rajpur Sonarpur, Nagaland",65.49.85.91,Log Data,Unknown,Firewall
10.42.0.211-23.206.125.17-50496-80-6,21-11-21 0:38,101.162.128.79,71.188.199.59,54602,61331,TCP,252,Data,DNS,Alert Triggered,0,Ignored,Low,Opera/9.12.(Windows NT 5.01; nl-AW) Presto/2.9.177 Version/10.00,Segment B,"Madanapalle, Tamil Nadu",60.184.236.246,Unknown,Unknown,Firewall
172.217.10.138-10.42.0.151-443-35329-6,04-06-21 4:57,4.239.199.67,197.255.96.148,33602,58266,ICMP,599,Data,DNS,Unknown,0,Blocked,Medium,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/44.0.845.0 Safari/532.0",Segment A,"Navi Mumbai, Manipur",Unknown,Unknown,Alert Data,Firewall
10.42.0.211-23.206.125.17-38344-80-6,11-01-23 3:46,19.166.254.206,176.67.61.211,10752,47183,ICMP,353,Data,DNS,Unknown,0,Logged,Medium,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/533.2.4 (KHTML, like Gecko) Version/5.0.2 Safari/533.2.4",Segment B,"Phagwara, Punjab",75.22.142.241,Unknown,Unknown,Server
239.255.255.250-10.42.0.151-1900-35299-17,13-04-21 21:18,106.144.126.156,196.206.75.139,43923,13769,TCP,628,Control,FTP,Unknown,0,Ignored,High,Opera/8.17.(Windows NT 5.01; cmn-TW) Presto/2.9.177 Version/10.00,Segment B,"Tenali, Rajasthan",Unknown,Unknown,Unknown,Firewall
172.217.6.238-10.42.0.211-443-57694-6,25-11-21 12:27,144.1.90.134,2.130.46.87,3640,35669,UDP,328,Data,DNS,Unknown,0,Logged,Medium,Opera/9.91.(Windows 95; ml-IN) Presto/2.9.185 Version/12.00,Segment A,"Kolhapur, West Bengal",Unknown,Log Data,Alert Data,Server
209.85.232.188-10.42.0.151-5228-33858-6,08-07-21 21:34,197.215.173.47,133.109.103.63,21921,61696,ICMP,369,Control,HTTP,Alert Triggered,0,Logged,High,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/53.0.873.0 Safari/533.2",Segment C,"Amroha, Rajasthan",173.131.190.238,Log Data,Alert Data,Firewall
10.42.0.211-104.192.108.27-39353-80-6,12-04-23 12:14,109.144.120.146,80.83.156.221,32724,53884,UDP,1428,Control,HTTP,Unknown,1,Logged,Medium,Opera/9.14.(Windows 98; Win 9x 4.90; sq-AL) Presto/2.9.183 Version/12.00,Segment C,"Bilaspur, Punjab",124.65.198.249,Unknown,Alert Data,Server
172.217.5.227-10.42.0.151-443-47974-6,03-03-22 5:16,63.170.226.101,19.243.53.38,58085,27736,TCP,478,Data,FTP,Alert Triggered,0,Ignored,High,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 10.0; Trident/5.1),Segment A,"Hyderabad, Madhya Pradesh",124.224.191.215,Unknown,Alert Data,Server
202.77.129.161-10.42.0.211-80-60479-6,01-02-21 15:41,147.245.76.17,33.131.180.69,48982,6424,ICMP,857,Control,DNS,Alert Triggered,0,Logged,High,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/534.28.6 (KHTML, like Gecko) Version/5.0.4 Safari/534.28.6",Segment C,"Farrukhabad, Tripura",11.28.145.91,Log Data,Alert Data,Firewall
172.217.11.10-10.42.0.211-443-52664-6,15-04-23 15:23,206.204.212.76,182.112.52.22,9356,22583,UDP,128,Control,FTP,Unknown,0,Ignored,Low,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/8211-02-08 16:38:09 Firefox/12.0,Segment A,"Agra, Gujarat",204.65.238.188,Log Data,Alert Data,Server
10.42.0.1-10.42.0.42-53-31511-17,03-08-23 21:09,56.115.214.103,208.53.243.32,30384,60323,ICMP,1055,Control,HTTP,Unknown,0,Ignored,Medium,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_5; rv:1.9.6.20) Gecko/6774-04-29 08:27:17 Firefox/4.0,Segment B,"Tenali, Madhya Pradesh",79.210.128.190,Unknown,Unknown,Firewall
203.205.191.21-10.42.0.211-80-47106-6,07-03-20 1:08,223.37.103.18,168.192.181.32,49915,39721,UDP,393,Data,HTTP,Unknown,0,Ignored,High,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/30.0.896.0 Safari/535.0",Segment B,"Burhanpur, Meghalaya",Unknown,Unknown,Unknown,Server
140.205.62.20-10.42.0.211-80-36819-6,16-09-20 13:17,196.114.170.171,200.72.224.167,4872,30614,TCP,1291,Control,DNS,Alert Triggered,0,Ignored,High,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/535.26.7 (KHTML, like Gecko) Version/5.0.3 Safari/535.26.7",Segment C,"Katni, Manipur",15.126.193.77,Log Data,Unknown,Firewall
183.3.235.80-10.42.0.211-80-45846-6,13-09-23 8:44,82.100.164.161,96.139.98.41,40429,4732,UDP,667,Data,DNS,Unknown,0,Ignored,Medium,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/4.0),Segment B,"Bongaigaon, Telangana",Unknown,Unknown,Unknown,Firewall
10.42.0.211-23.208.168.108-49617-443-6,07-05-23 3:51,208.193.253.76,12.136.80.217,63397,54030,UDP,904,Data,HTTP,Unknown,0,Blocked,Low,"Mozilla/5.0 (Linux; Android 7.0) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/16.0.878.0 Safari/532.1",Segment B,"South Dumdum, Sikkim",56.250.27.140,Unknown,Alert Data,Firewall
10.42.0.151-10.42.0.1-61929-53-17,29-09-23 8:34,185.146.130.55,91.134.127.58,61135,49320,ICMP,484,Data,FTP,Unknown,0,Logged,Medium,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Win 9x 4.90; Trident/4.1),Segment A,"Bathinda, Jharkhand",117.161.50.116,Unknown,Unknown,Firewall
182.22.120.252-10.42.0.151-443-43862-6,03-05-20 9:37,111.5.10.92,6.171.150.205,44841,21364,ICMP,277,Data,HTTP,Alert Triggered,0,Blocked,Low,Opera/9.57.(Windows NT 4.0; af-ZA) Presto/2.9.165 Version/10.00,Segment A,"Anantapuram, Nagaland",12.138.74.172,Unknown,Alert Data,Server
172.217.10.104-10.42.0.151-443-47858-6,13-03-21 15:02,99.79.169.102,23.165.136.106,65135,59089,TCP,1176,Control,FTP,Alert Triggered,1,Logged,High,Opera/9.49.(Windows NT 6.0; ber-DZ) Presto/2.9.179 Version/12.00,Segment C,"Shimoga, Chhattisgarh",160.29.44.234,Unknown,Unknown,Server
10.42.0.151-31.13.71.36-43824-443-6,07-10-21 8:26,79.211.213.88,105.103.165.43,26589,52766,TCP,681,Data,DNS,Unknown,0,Blocked,Medium,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_1 rv:4.0; cv-RU) AppleWebKit/535.25.7 (KHTML, like Gecko) Version/5.1 Safari/535.25.7",Segment A,"Tirupati, Maharashtra",Unknown,Unknown,Unknown,Firewall
10.42.0.211-77.234.44.40-39738-80-6,23-03-22 23:17,213.213.54.52,100.213.30.170,13272,10136,TCP,1128,Control,HTTP,Alert Triggered,0,Ignored,High,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/3.0),Segment A,"Dhule, Telangana",190.38.111.147,Log Data,Alert Data,Firewall
172.217.10.46-10.42.0.151-443-39973-6,09-09-21 5:49,23.149.149.255,38.215.211.41,65157,40673,TCP,983,Data,DNS,Alert Triggered,0,Logged,Medium,Opera/8.48.(X11; Linux i686; da-DK) Presto/2.9.173 Version/11.00,Segment B,"Ajmer, Rajasthan",164.96.81.118,Unknown,Alert Data,Server
157.56.52.31-10.42.0.211-40015-60774-17,21-06-22 2:57,20.222.1.137,71.237.182.185,29140,22576,TCP,1500,Data,DNS,Unknown,0,Logged,Low,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3; rv:1.9.4.20) Gecko/5392-08-22 17:13:52 Firefox/3.8,Segment C,"Mumbai, Goa",Unknown,Unknown,Unknown,Server
172.217.10.78-10.42.0.211-443-50438-6,12-12-22 13:09,115.43.184.113,183.30.49.53,26259,60096,ICMP,466,Control,FTP,Unknown,0,Logged,Low,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/535.15.1 (KHTML, like Gecko) Version/5.0 Safari/535.15.1",Segment B,"Ranchi, Manipur",10.36.81.135,Unknown,Alert Data,Firewall
172.217.3.110-10.42.0.211-443-44032-6,01-09-21 5:49,64.35.236.238,30.127.17.61,47063,47191,TCP,1318,Data,HTTP,Unknown,0,Logged,High,Opera/9.84.(Windows NT 6.1; mai-IN) Presto/2.9.188 Version/11.00,Segment A,"Rajahmundry, Haryana",215.92.18.204,Unknown,Unknown,Server
10.42.0.1-10.42.0.42-53-52296-17,27-02-23 15:59,197.87.32.26,195.213.229.70,2133,53181,TCP,1196,Data,FTP,Unknown,1,Blocked,Low,Mozilla/5.0 (Android 3.1; Mobile; rv:35.0) Gecko/35.0 Firefox/35.0,Segment C,"Panihati, Meghalaya",Unknown,Log Data,Unknown,Server
10.42.0.151-23.208.168.108-40124-443-6,25-07-23 4:47,74.97.132.109,76.114.218.161,12757,8763,TCP,81,Control,FTP,Alert Triggered,0,Blocked,Medium,Mozilla/5.0 (Android 6.0; Mobile; rv:36.0) Gecko/36.0 Firefox/36.0,Segment B,"Jalandhar, Meghalaya",Unknown,Unknown,Alert Data,Firewall
172.217.3.106-10.42.0.151-443-40714-6,19-08-20 9:43,85.60.16.110,92.48.204.187,15022,29320,TCP,557,Control,HTTP,Alert Triggered,0,Blocked,High,Opera/9.12.(X11; Linux x86_64; as-IN) Presto/2.9.160 Version/12.00,Segment A,"Dindigul, Maharashtra",101.152.41.240,Unknown,Unknown,Server
172.217.6.226-10.42.0.42-443-53994-6,27-03-23 9:45,100.152.99.245,144.59.11.215,50982,29695,UDP,323,Data,FTP,Unknown,0,Ignored,Medium,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_0; rv:1.9.4.20) Gecko/9112-06-07 10:45:37 Firefox/3.6.10,Segment C,"Raebareli, Sikkim",40.44.158.146,Unknown,Unknown,Server
172.217.6.234-10.42.0.151-443-53347-6,30-07-21 13:50,99.111.208.123,78.123.43.99,40816,7411,UDP,132,Data,FTP,Unknown,0,Logged,Medium,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; ve-ZA) AppleWebKit/531.4.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6531.4.2",Segment C,"Eluru, Goa",52.104.77.130,Unknown,Alert Data,Firewall
182.22.25.124-10.42.0.211-443-54095-6,18-12-21 12:19,3.223.72.95,184.161.204.36,20330,9520,UDP,369,Control,FTP,Alert Triggered,0,Logged,High,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; mr-IN) AppleWebKit/531.27.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6531.27.7",Segment B,"Jammu, Rajasthan",166.8.159.141,Unknown,Unknown,Firewall
10.42.0.211-10.42.0.1-30960-53-17,27-11-20 19:19,10.9.6.92,85.249.201.26,26108,26925,UDP,366,Control,HTTP,Unknown,0,Logged,Low,Opera/9.36.(Windows NT 5.2; nl-AW) Presto/2.9.176 Version/10.00,Segment A,"Panipat, Punjab",173.65.77.108,Unknown,Alert Data,Firewall
10.42.0.151-121.12.98.63-45030-80-6,21-05-22 22:12,201.44.175.176,137.142.151.238,16145,25194,UDP,729,Control,HTTP,Alert Triggered,0,Blocked,Medium,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/4.1),Segment C,"Gandhidham, Sikkim",186.188.150.85,Log Data,Alert Data,Server
10.42.0.211-104.118.220.50-35249-443-6,16-04-20 21:54,135.122.4.226,161.177.250.141,55251,60592,TCP,1451,Data,DNS,Unknown,1,Logged,Low,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1 rv:5.0; csb-PL) AppleWebKit/535.31.1 (KHTML, like Gecko) Version/4.0 Safari/535.31.1",Segment A,"Kalyan-Dombivli, Jharkhand",53.255.209.112,Unknown,Unknown,Server
10.42.0.211-103.235.46.39-42654-80-6,06-12-21 17:48,18.251.160.221,159.68.102.158,34586,15455,UDP,1238,Control,DNS,Alert Triggered,0,Logged,High,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; ru-RU) AppleWebKit/534.12.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6534.12.5",Segment B,"Mangalore, Maharashtra",39.226.120.217,Log Data,Unknown,Firewall
151.101.1.140-10.42.0.42-443-45847-6,08-05-23 8:07,144.19.179.241,37.100.65.15,51676,57148,UDP,852,Control,DNS,Alert Triggered,0,Ignored,Low,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_3) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/31.0.897.0 Safari/533.1",Segment A,"Nanded, Himachal Pradesh",194.38.189.104,Unknown,Alert Data,Firewall
10.42.0.211-54.209.91.204-55013-443-6,28-04-22 4:17,19.113.63.143,76.214.111.8,35632,40455,TCP,1239,Data,FTP,Unknown,0,Logged,Low,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) CriOS/42.0.822.0 Mobile/22C825 Safari/531.0",Segment B,"Hindupur, Nagaland",Unknown,Unknown,Alert Data,Server
172.217.10.3-10.42.0.211-443-47298-6,17-05-21 22:54,28.37.228.12,188.67.72.131,21102,32330,ICMP,512,Control,HTTP,Unknown,0,Ignored,Medium,"Mozilla/5.0 (iPad; CPU iPad OS 14_2 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) CriOS/14.0.816.0 Mobile/60P690 Safari/532.0",Segment A,"Bhubaneswar, Himachal Pradesh",Unknown,Log Data,Unknown,Server
172.217.12.202-10.42.0.211-443-41459-6,07-07-23 5:22,165.182.3.31,9.166.251.142,22466,51347,ICMP,507,Data,FTP,Unknown,0,Blocked,High,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/5.0),Segment C,"Bikaner, Himachal Pradesh",150.50.201.75,Log Data,Unknown,Firewall
10.42.0.151-31.13.69.229-57614-443-6,06-09-20 23:06,194.175.63.149,207.208.166.27,28425,53827,ICMP,873,Data,FTP,Alert Triggered,0,Blocked,High,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_5 rv:6.0; the-NP) AppleWebKit/531.30.3 (KHTML, like Gecko) Version/4.0.5 Safari/531.30.3",Segment A,"Dindigul, Haryana",215.53.148.101,Log Data,Unknown,Firewall
192.229.173.173-10.42.0.211-80-51574-6,17-03-23 0:01,156.110.63.236,185.220.235.95,1656,10160,ICMP,308,Data,FTP,Alert Triggered,0,Logged,Medium,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 10.0; Trident/4.1),Segment C,"Karaikudi, Manipur",139.206.7.72,Log Data,Unknown,Firewall
10.42.0.42-103.235.46.212-57100-80-6,25-12-20 11:53,129.242.108.148,84.203.237.90,1361,62883,UDP,80,Control,FTP,Unknown,0,Ignored,High,"Mozilla/5.0 (Linux; Android 3.1) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/23.0.834.0 Safari/531.0",Segment C,"Sultan Pur Majra, West Bengal",Unknown,Log Data,Alert Data,Firewall
10.42.0.211-123.125.29.220-53538-80-6,22-03-21 20:05,122.179.16.99,178.235.208.160,7187,46168,UDP,696,Data,DNS,Unknown,0,Ignored,Medium,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5; rv:1.9.6.20) Gecko/6649-07-17 18:37:46 Firefox/7.0,Segment B,"Etawah, Gujarat",Unknown,Unknown,Unknown,Server
10.42.0.151-121.14.255.49-52335-80-6,09-05-20 7:54,74.133.113.39,173.48.170.61,6460,51544,UDP,632,Data,HTTP,Unknown,0,Logged,Medium,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/531.30.3 (KHTML, like Gecko) Version/5.1 Safari/531.30.3",Segment C,"Hazaribagh, Punjab",Unknown,Log Data,Unknown,Server
10.42.0.211-10.42.0.1-32404-53-17,09-03-21 10:10,13.37.150.36,75.185.56.58,64126,37974,TCP,862,Data,FTP,Alert Triggered,1,Logged,Low,"Mozilla/5.0 (iPad; CPU iPad OS 14_2 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) FxiOS/16.8w6313.0 Mobile/34N137 Safari/533.1",Segment B,"Raipur, Uttar Pradesh",165.94.237.188,Unknown,Unknown,Firewall
172.217.11.45-10.42.0.42-443-50671-6,17-03-22 10:26,150.118.196.121,145.86.109.234,19931,59225,UDP,70,Data,DNS,Alert Triggered,0,Ignored,Low,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_6 rv:2.0; ht-HT) AppleWebKit/534.18.1 (KHTML, like Gecko) Version/4.0 Safari/534.18.1",Segment C,"Tadepalligudem, Telangana",Unknown,Unknown,Unknown,Firewall
172.217.10.110-10.42.0.151-443-49840-6,29-08-23 12:28,54.79.55.128,212.119.30.145,44906,19929,UDP,1107,Data,HTTP,Alert Triggered,0,Blocked,Low,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) FxiOS/11.7i5354.0 Mobile/63U854 Safari/536.2",Segment B,"Barasat, Bihar",111.57.252.62,Log Data,Unknown,Server
239.255.255.250-10.42.0.1-1900-34750-17,31-05-21 2:49,81.85.77.217,5.224.245.185,40348,9363,ICMP,277,Control,DNS,Alert Triggered,0,Blocked,Medium,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/3.0),Segment C,"Sirsa, Punjab",71.239.70.109,Log Data,Unknown,Firewall
10.42.0.151-69.147.82.61-34504-443-6,14-02-23 14:22,210.103.61.171,210.195.120.71,25981,54081,UDP,1077,Control,FTP,Unknown,0,Logged,Medium,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/531.20.1 (KHTML, like Gecko) Version/5.0.2 Safari/531.20.1",Segment A,"Malegaon, West Bengal",187.210.160.81,Log Data,Alert Data,Firewall
220.243.219.55-10.42.0.211-80-54840-6,23-03-21 14:02,71.111.24.253,74.36.129.95,48407,12572,UDP,387,Data,DNS,Alert Triggered,0,Ignored,High,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_1; rv:1.9.3.20) Gecko/9926-01-10 19:38:25 Firefox/3.8,Segment C,"Bhilwara, Tamil Nadu",Unknown,Unknown,Unknown,Firewall
172.217.9.234-10.42.0.211-443-34999-6,23-01-22 3:21,19.24.127.13,58.146.18.244,51137,37997,TCP,689,Control,DNS,Unknown,0,Logged,High,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; kw-GB) AppleWebKit/531.30.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6531.30.6",Segment A,"Saharanpur, Odisha",102.76.136.190,Log Data,Unknown,Server
151.101.192.207-10.42.0.211-443-48838-6,03-02-23 13:06,102.105.239.184,54.160.14.249,22546,13303,UDP,1093,Data,FTP,Unknown,0,Logged,Medium,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/53.0.883.0 Safari/533.2",Segment C,"Bijapur, Chhattisgarh",213.77.226.9,Unknown,Unknown,Firewall
10.42.0.151-72.21.206.140-39691-443-6,18-02-21 21:53,108.48.95.146,191.40.184.98,27036,5298,ICMP,1420,Control,DNS,Alert Triggered,0,Logged,Medium,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; mt-MT) AppleWebKit/532.11.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6532.11.4",Segment C,"Bhusawal, Tamil Nadu",121.117.150.208,Unknown,Unknown,Firewall
10.42.0.211-95.213.11.133-33525-443-6,23-04-20 23:50,107.59.88.85,28.209.136.169,41656,10612,UDP,710,Control,FTP,Unknown,0,Blocked,Low,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/4.1),Segment B,"Dindigul, Haryana",Unknown,Unknown,Unknown,Server
10.42.0.211-10.42.0.1-32298-53-17,08-01-21 0:30,57.193.180.85,101.10.209.128,4195,63786,TCP,173,Data,HTTP,Alert Triggered,0,Logged,High,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/24.0.814.0 Safari/532.2",Segment B,"Rohtak, Gujarat",202.57.29.251,Unknown,Unknown,Firewall
172.217.12.138-10.42.0.151-443-43735-6,14-11-20 5:52,33.102.110.34,181.19.206.166,19971,37459,TCP,1493,Data,FTP,Alert Triggered,0,Logged,High,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/3.1),Segment C,"Ghaziabad, Goa",211.52.242.61,Unknown,Unknown,Firewall
172.217.12.174-10.42.0.151-443-37787-6,29-01-23 3:18,76.31.246.222,93.43.175.88,60057,45613,UDP,1017,Data,DNS,Alert Triggered,0,Ignored,Medium,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/4.1),Segment C,"Gulbarga, Bihar",49.143.84.201,Unknown,Alert Data,Server
10.42.0.151-10.42.0.1-39105-53-17,07-04-22 11:59,44.8.75.245,158.58.181.155,38187,53922,ICMP,569,Data,DNS,Alert Triggered,0,Logged,High,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3; rv:1.9.5.20) Gecko/7963-11-08 21:04:58 Firefox/12.0,Segment A,"Panihati, Chhattisgarh",Unknown,Unknown,Alert Data,Firewall
